model,path,offload_gb,concurrency,output_len,repeat,json_valid,completed,failed,status,error
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out128_run4.json,2,8,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out128_run5.json,2,8,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out32_run1.json,2,8,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out32_run2.json,2,8,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out32_run3.json,2,8,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out32_run4.json,2,8,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out32_run5.json,2,8,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out64_run1.json,2,8,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out64_run2.json,2,8,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out64_run3.json,2,8,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out64_run4.json,2,8,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload2/qwen_offload2_conc8_in256_out64_run5.json,2,8,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out128_run1.json,4,12,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out128_run2.json,4,12,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out128_run3.json,4,12,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out128_run4.json,4,12,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out128_run5.json,4,12,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out32_run1.json,4,12,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out32_run2.json,4,12,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out32_run3.json,4,12,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out32_run4.json,4,12,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out32_run5.json,4,12,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out64_run1.json,4,12,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out64_run2.json,4,12,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out64_run3.json,4,12,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out64_run4.json,4,12,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc12_in256_out64_run5.json,4,12,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out128_run1.json,4,16,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out128_run2.json,4,16,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out128_run3.json,4,16,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out128_run4.json,4,16,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out128_run5.json,4,16,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out32_run1.json,4,16,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out32_run2.json,4,16,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out32_run3.json,4,16,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out32_run4.json,4,16,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out32_run5.json,4,16,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out64_run1.json,4,16,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out64_run2.json,4,16,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out64_run3.json,4,16,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out64_run4.json,4,16,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc16_in256_out64_run5.json,4,16,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out128_run1.json,4,1,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out128_run2.json,4,1,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out128_run3.json,4,1,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out128_run4.json,4,1,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out128_run5.json,4,1,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out32_run1.json,4,1,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out32_run2.json,4,1,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out32_run3.json,4,1,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out32_run4.json,4,1,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out32_run5.json,4,1,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out64_run1.json,4,1,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out64_run2.json,4,1,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out64_run3.json,4,1,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out64_run4.json,4,1,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc1_in256_out64_run5.json,4,1,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out128_run1.json,4,2,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out128_run2.json,4,2,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out128_run3.json,4,2,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out128_run4.json,4,2,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out128_run5.json,4,2,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out32_run1.json,4,2,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out32_run2.json,4,2,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out32_run3.json,4,2,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out32_run4.json,4,2,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out32_run5.json,4,2,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out64_run1.json,4,2,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out64_run2.json,4,2,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out64_run3.json,4,2,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out64_run4.json,4,2,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc2_in256_out64_run5.json,4,2,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out128_run1.json,4,4,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out128_run2.json,4,4,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out128_run3.json,4,4,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out128_run4.json,4,4,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out128_run5.json,4,4,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out32_run1.json,4,4,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out32_run2.json,4,4,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out32_run3.json,4,4,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out32_run4.json,4,4,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out32_run5.json,4,4,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out64_run1.json,4,4,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out64_run2.json,4,4,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out64_run3.json,4,4,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out64_run4.json,4,4,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc4_in256_out64_run5.json,4,4,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out128_run1.json,4,8,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out128_run2.json,4,8,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out128_run3.json,4,8,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out128_run4.json,4,8,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out128_run5.json,4,8,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out32_run1.json,4,8,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out32_run2.json,4,8,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out32_run3.json,4,8,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out32_run4.json,4,8,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out32_run5.json,4,8,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out64_run1.json,4,8,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out64_run2.json,4,8,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out64_run3.json,4,8,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out64_run4.json,4,8,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload4/qwen_offload4_conc8_in256_out64_run5.json,4,8,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out128_run1.json,8,12,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out128_run2.json,8,12,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out128_run3.json,8,12,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out128_run4.json,8,12,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out128_run5.json,8,12,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out32_run1.json,8,12,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out32_run2.json,8,12,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out32_run3.json,8,12,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out32_run4.json,8,12,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out32_run5.json,8,12,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out64_run1.json,8,12,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out64_run2.json,8,12,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out64_run3.json,8,12,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out64_run4.json,8,12,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc12_in256_out64_run5.json,8,12,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out128_run1.json,8,16,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out128_run2.json,8,16,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out128_run3.json,8,16,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out128_run4.json,8,16,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out128_run5.json,8,16,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out32_run1.json,8,16,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out32_run2.json,8,16,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out32_run3.json,8,16,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out32_run4.json,8,16,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out32_run5.json,8,16,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out64_run1.json,8,16,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out64_run2.json,8,16,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out64_run3.json,8,16,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out64_run4.json,8,16,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc16_in256_out64_run5.json,8,16,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out128_run1.json,8,1,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out128_run2.json,8,1,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out128_run3.json,8,1,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out128_run4.json,8,1,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out128_run5.json,8,1,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out32_run1.json,8,1,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out32_run2.json,8,1,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out32_run3.json,8,1,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out32_run4.json,8,1,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out32_run5.json,8,1,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out64_run1.json,8,1,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out64_run2.json,8,1,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out64_run3.json,8,1,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out64_run4.json,8,1,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc1_in256_out64_run5.json,8,1,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out128_run1.json,8,2,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out128_run2.json,8,2,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out128_run3.json,8,2,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out128_run4.json,8,2,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out128_run5.json,8,2,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out32_run1.json,8,2,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out32_run2.json,8,2,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out32_run3.json,8,2,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out32_run4.json,8,2,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out32_run5.json,8,2,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out64_run1.json,8,2,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out64_run2.json,8,2,64,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out64_run3.json,8,2,64,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out64_run4.json,8,2,64,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc2_in256_out64_run5.json,8,2,64,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out128_run1.json,8,4,128,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out128_run2.json,8,4,128,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out128_run3.json,8,4,128,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out128_run4.json,8,4,128,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out128_run5.json,8,4,128,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out32_run1.json,8,4,32,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out32_run2.json,8,4,32,2,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out32_run3.json,8,4,32,3,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out32_run4.json,8,4,32,4,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out32_run5.json,8,4,32,5,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out64_run1.json,8,4,64,1,True,20,0,OK,
qwen,/home/rock/projects/DOS/new/runs/profile_grid_v2/qwen/offload8/qwen_offload8_conc4_in256_out64_run2.json,8,4,64,2,True,20,0,OK,
